210027000;GEOGCS["MHPF67 (Mangareva, Agakauitai, Aukena, Mekiro) Gambiers (Iles)",DATUM["MHPF67 (MANGAREVA - AGAKAUITAI - AUKENA - MEKIRO) GAMBIER",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[338.0800,212.5800,-296.1700,0,0,0,0],AUTHORITY["IGNF","REG027"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MHPF67GEO"]]
210028000;GEOGCS["MOP90 (Tetiaroa) Iles de la Société",DATUM["MOP90 (TETIAROA) ILES DE LA SOCIETE",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[217.0370,86.9590,23.9560,0,0,0,0],AUTHORITY["IGNF","REG028"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MOP90GEO"]]
210029000;GEOGCS["MHPF70 (Kauehi) Tuamotu",DATUM["MHPF70 (KAUEHI) TUAMOTU",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[126.7400,300.1000,-75.4900,0,0,0,0],AUTHORITY["IGNF","REG029"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","KAUE70GEO"]]
210030000;GEOGCS["IGN53 (IGN Raiatea-Tahaa) Raiatea-Tahaa-Bora Bora-Huahine",DATUM["IGN53 (IGN RAIATEA-TAHAA) RAIATEA-TAHAA-BORA BORA-HUAHINE",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[65.0300,341.5500,76.6700,0,0,0,0],AUTHORITY["IGNF","REG030"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","RAIA53GEO"]]
210031000;GEOGCS["SAT84 (Rurutu) Iles Australes",DATUM["SAT84 (RURUTU) ILES AUSTRALES",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[202.1300,174.6000,-15.7400,0,0,0,0],AUTHORITY["IGNF","REG031"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","SAT84GEO"]]
210032000;GEOGCS["RGPF (Réseau Géodésique de Polynésie Française)",DATUM["RGPF (RESEAU GEODESIQUE DE POLYNESIE FRANCAISE)",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0,0,0,0],AUTHORITY["IGNF","REG032"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","RGPFGEO"]]
210033000;GEOGCS["Moorea 1987",DATUM["MOOREA 1987",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[215.9820,149.5930,176.2290,3.2624,1.6920,1.1571,10.477300],AUTHORITY["IGNF","REG033"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MOOREA87GEO"]]
210101000;GEOGCS["ED50",DATUM["ED50",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-84.0000,-97.0000,-117.0000,0,0,0,0],AUTHORITY["IGNF","REG101"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","ED50G"]]
210113000;GEOGCS["Nouvelle Triangulation du Grand Duché du Luxembourg",DATUM["Nouvelle Triangulation du Grand Duché de Luxembourg",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-192.9860,13.6730,-39.3090,-0.4099,-2.9332,2.6881,0.430000],AUTHORITY["IGNF","REG113"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","LUXGEO"]]
210317000;GEOGCS["Réunion 1947",DATUM["Réunion-Piton des neiges",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[789.5240,-626.4860,-89.9040,0.6006,76.7946,-10.5788,-32.324100],AUTHORITY["IGNF","REG317"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","REUN47GEO"]]
210318000;GEOGCS["Mayotte Combani",DATUM["Combani",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-599.9280,-275.5520,-195.6650,-0.0835,-0.4715,0.0602,49.281400],AUTHORITY["IGNF","REG318"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MAYO50GEO"]]
210407000;GEOGCS["Guyane CSG67 UTM fuseau 21",DATUM["CSG 1967",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-193.0660,236.9930,105.4470,0.4814,-0.8074,0.1276,1.564900],AUTHORITY["IGNF","REG407"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","CSG67GEO"]]
210423000;GEOGCS["St Pierre et Miquelon 1950 ",DATUM["St Pierre et Miquelon 1950",SPHEROID["Clarke 1866",6378206.4000,294.9786982000000,AUTHORITY["IGNF","ELG004"]],TOWGS84[-95.5930,573.7630,173.4420,-0.9602,1.2510,-1.3918,42.626500],AUTHORITY["IGNF","REG423"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","STPM50GEO"]]
210424000;GEOGCS["Martinique Fort-Desaix",DATUM["Martinique Fort-Desaix cartésiennes",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[126.9260,547.9390,130.4090,-2.7867,5.1612,-0.8584,13.822650],AUTHORITY["IGNF","REG424"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MART38GEO"]]
210425000;GEOGCS["Guadeloupe Ste Anne",DATUM["Guadeloupe St Anne",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-472.2900,-5.6300,-304.1200,0.4362,-0.8374,0.2563,1.898400],AUTHORITY["IGNF","REG425"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","GUAD48GEO"]]
210426000;GEOGCS["Guadeloupe Fort Marigot",DATUM["Guadeloupe Fort Marigot",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[136.5960,248.1480,-429.7890,0,0,0,0],AUTHORITY["IGNF","REG426"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","GUADFM49GEO"]]
210481000;GEOGCS["SHOM 1984 Martinique Montagne Du Vauclin",DATUM["SHOM 1984 MARTINIQUE MONTAGNE DU VAUCLIN",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[189.5060,486.5470,148.7830,0,0,0,0],AUTHORITY["IGNF","REG481"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","SHOM84GEO"]]
210486000;GEOGCS["Réseau géodésique français de Guyane 1995",DATUM["Réseau géodésique français de Guyane 1995",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0,0,0,0],AUTHORITY["IGNF","REG486"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","RGFG95GEO"]]
210495000;GEOGCS["Réseau de référence des Antilles françaises (1988-1991)",DATUM["Réseau de référence des Antilles françaises (1988-1991)",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0,0,0,0],AUTHORITY["IGNF","REG495"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","WGS84RRAFGEO"]]
210503000;GEOGCS["Tahiti-Terme Nord 1951",DATUM["Tahiti - terme Nord",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[162.0000,117.0000,154.0000,0,0,0,0],AUTHORITY["IGNF","REG503"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","TAHI51GEO"]]
210505000;GEOGCS["EFATE-IGN 1957",DATUM["EFATE-IGN 1957",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-127.0000,-769.0000,472.0000,0,0,0,0],AUTHORITY["IGNF","REG505"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","EFATE57GEO"]]
210523000;GEOGCS["Lifou - Iles Loyauté (IGN56)",DATUM["Lifou-Iles Loyauté",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[336.0000,223.0000,-231.0000,0,0,0,0],AUTHORITY["IGNF","REG523"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","LIFOU56GEO"]]
210524000;GEOGCS["Maré - Iles Loyauté (IGN53)",DATUM["Maré-Iles Loyauté",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[287.0000,178.0000,-136.0000,0,0,0,0],AUTHORITY["IGNF","REG524"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MARE53GEO"]]
210525000;GEOGCS["Tanna Bloc Sud",DATUM["TANNA BLOC SUD",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-139.0000,-967.0000,436.0000,0,0,0,0],AUTHORITY["IGNF","REG525"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","TANNAGEO"]]
210526000;GEOGCS["Raiatea - Tahaa 51-54 (Tahaa, Base Terme Est)",DATUM["Tahaa",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[72.4380,345.9180,79.4860,-1.6045,-0.8823,-0.5565,1.374600],AUTHORITY["IGNF","REG526"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","TAHAAGEO"]]
210527000;GEOGCS["Ouvéa - Iles Loyauté (MHNC 1972 - OUVEA)",DATUM["MHNC 1972 Nouvelle-Calédonie",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-13.0000,-348.0000,292.0000,0,0,0,0],AUTHORITY["IGNF","REG527"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","OUVEA72GEO"]]
210547000;GEOGCS["Réseau Géodésique de Nouvelle-Calédonie",DATUM["RESEAU GEODESIQUE DE NOUVELLE-CALEDONIE (RGNC 1991)",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0,0,0,0],AUTHORITY["IGNF","REG547"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","RGNCGEO"]]
210548000;GEOGCS["IGN 1972 Grande-Terre / Ile des Pins",DATUM["IGN72 GRANDE-TERRE / ILE DES PINS",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[-11.6400,-348.6000,291.6800,0,0,0,0],AUTHORITY["IGNF","REG548"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","IGN72GEO"]]
210552000;GEOGCS["IGN 1972 Nuku Hiva",DATUM["IGN 1972 NUKU HIVA",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[165.7320,216.7200,180.5050,-0.6434,-0.4512,-0.0791,7.420400],AUTHORITY["IGNF","REG552"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","NUKU72GEO"]]
210558000;GEOGCS["MHPF 1969 (Tubuai) Iles Australes",DATUM["MHPF 1969 (TUBUAI) ILES AUSTRALES",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[237.1700,171.6100,-77.8400,0,0,0,0],AUTHORITY["IGNF","REG558"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","TUBU69GEO"]]
210560000;GEOGCS["MHEFO 1955 (Fatu Huku)",DATUM["MHEFO 1955 (FATU HUKU)",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[347.1030,1078.1250,2623.9220,33.8875,-70.6773,9.3943,186.074000],AUTHORITY["IGNF","REG560"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MHEFO55FGEO"]]
210563000;GEOGCS["IGN 1963 (Hiva Oa, Tahuata, Mohotani)",DATUM["IGN 1963 (HIVA OA - TAHUATA - MOHOTANI)",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[410.7210,55.0490,80.7460,-2.5779,-2.3514,-0.6664,17.331100],AUTHORITY["IGNF","REG563"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","IGN63GEO"]]
210572000;GEOGCS["MOP84 (Fangataufa 1984)",DATUM["MOP84 (FANGATAUFA 1984)",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[150.5700,158.3300,118.3200,0,0,0,0],AUTHORITY["IGNF","REG572"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","FANGA84GEO"]]
210596000;GEOGCS["MOP86 (Apataki, Rapa, Hao) Tuamotu",DATUM["MOP86 (APATAKI - RAPA - HAO) TUAMOTU",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[216.8400,118.8100,19.6100,0,0,0,0],AUTHORITY["IGNF","REG596"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","APAT86GEO"]]
210597000;GEOGCS["IGN 1972 (Eiao, Hiva Oa, Mohotani) Marquises",DATUM["IGN72 (EIAO - HIVA OA - MOHOTANI) MARQUISES",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[327.8400,-14.9600,59.3300,0,0,0,0],AUTHORITY["IGNF","REG597"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","MARQUI72GEO"]]
210598000;GEOGCS["MOP92 (Anaa) Tuamotu",DATUM["MOP92 (ANAA) TUAMOTU",SPHEROID["WGS84",6378137.0000,298.2572235630000,AUTHORITY["IGNF","ELG053"]],TOWGS84[1.5000,3.8400,4.8100,0,0,0,0],AUTHORITY["IGNF","REG598"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","ANAA92GEO"]]
210599000;GEOGCS["SAT94 (Nukutavake) Tuamotu",DATUM["SAT94 (NUKUTAVAKE) TUAMOTU",SPHEROID["International-Hayford 1909",6378388.0000,297.0000000000000,AUTHORITY["IGNF","ELG001"]],TOWGS84[197.1600,200.1700,-48.0800,0,0,0,0],AUTHORITY["IGNF","REG599"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","NUKU94GEO"]]
210600000;GEOGCS["Systeme CIO-BIH",DATUM["CIO-BIH",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.5000,0.0000,0.0000,0.0140,-0.100000],AUTHORITY["IGNF","REG600"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","XGEO"]]
210603000;GEOGCS["WGS72",DATUM["WGS72",SPHEROID["WGS72",6378135.0000,298.2600000000000,AUTHORITY["IGNF","ELG052"]],TOWGS84[0.0000,12.0000,6.0000,0,0,0,0],AUTHORITY["IGNF","REG603"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","WGS72G"]]
210642000;GEOGCS["World Geodetic System 1984",DATUM["WGS84",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000],AUTHORITY["IGNF","REG642"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","WGS84G"]]
210700000;GEOGCS["Réseau géodésique de la Réunion 1992",DATUM["Réseau géodésique de la Réunion 1992 (RGR92)",SPHEROID["IAG GRS 1980",6378137.0000,298.2572221010000,AUTHORITY["IGNF","ELG037"]],TOWGS84[0.0000,0.0000,0.0000,0,0,0,0],AUTHORITY["IGNF","REG700"]],PRIMEM["Greenwich",0.000000000,AUTHORITY["IGNF","LGO01"]],UNIT["degree",0.01745329251994330],AXIS["Longitude",EAST],AXIS["Latitude",NORTH],AUTHORITY["IGNF","RGR92GEO"]]
